tab	measurements
citations	location	sample	site	specimen	experiment	instrument_codes	method_codes	magic_software_packages	dir_csd	dir_dec	description	quality	dir_inc	magn_moment	number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
This study	Puff Island	Puf2-6	Puf2-6	Puf2-6a	Puf2-6a:LP-DIR-T	hargrave 2016-04-18 10:43:55	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	118.6		g	-07.0 	1.21e-06	3	1	2.79e-08	1.44e-08	1.42e-08	u	273	0	0	0.00	-90.00	  373.0
This study	Puff Island	Puf2-6	Puf2-6	Puf2-6a	Puf2-6a:LP-DIR-T	hargrave 2016-04-18 17:56:28	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.8	117.6		g	-07.7 	1.18e-06	4	1	3.10e-08	1.66e-08	1.15e-08	u	273	0	0	0.00	-90.00	  473.0
This study	Puff Island	Puf2-6	Puf2-6	Puf2-6a	Puf2-6a:LP-DIR-T	hargrave 2016-04-19 13:43:33	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    4.0	116.2		g	-08.0 	1.13e-06	5	1	7.03e-08	3.45e-08	1.10e-08	u	273	0	0	0.00	-90.00	  573.0
This study	Puff Island	Puf2-6	Puf2-6	Puf2-6a	Puf2-6a:LP-DIR-T	hargrave 2016-04-25 13:33:12	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    0.9	116.6		g	-08.1 	1.06e-06	6	1	7.66e-09	7.14e-09	1.44e-08	u	273	0	0	0.00	-90.00	  623.0
This study	Puff Island	Puf2-6	Puf2-6	Puf2-6a	Puf2-6a:LP-DIR-T	hargrave 2016-04-26 10:29:45	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	115.1		g	-08.4 	9.66e-07	7	1	2.09e-08	1.30e-08	1.35e-08	u	273	0	0	0.00	-90.00	  673.0
This study	Puff Island	Puf2-6	Puf2-6	Puf2-6a	Puf2-6a:LP-DIR-T	hargrave 2016-04-26 17:58:22	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.2	116.0		g	-08.5 	8.82e-07	8	1	1.25e-08	7.21e-09	1.13e-08	u	273	0	0	0.00	-90.00	  723.0
This study	Puff Island	Puf2-6	Puf2-6	Puf2-6a	Puf2-6a:LP-DIR-T	hargrave 2016-05-02 14:51:55	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    0.8	115.7		g	-08.5 	8.37e-07	9	1	5.61e-09	6.46e-09	8.60e-09	u	273	0	0	0.00	-90.00	  748.0
This study	Puff Island	Puf2-6	Puf2-6	Puf2-6a	Puf2-6a:LP-DIR-T	hargrave 2016-05-02 21:14:09	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	116.5		g	-08.6 	7.92e-07	10	1	1.36e-08	8.78e-09	9.56e-09	u	273	0	0	0.00	-90.00	  773.0
This study	Puff Island	Puf2-6	Puf2-6	Puf2-6a	Puf2-6a:LP-DIR-T	hargrave 2016-05-03 20:09:37	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	118.9		g	-08.6 	7.31e-07	11	1	1.59e-08	8.82e-09	8.38e-09	u	273	0	0	0.00	-90.00	  798.0
This study	Puff Island	Puf2-6	Puf2-6	Puf2-6a	Puf2-6a:LP-DIR-T	hargrave 2016-05-12 15:48:49	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.1	116.7		g	-08.5 	6.42e-07	12	1	7.72e-09	5.58e-09	7.95e-09	u	273	0	0	0.00	-90.00	  823.0
This study	Puff Island	Puf2-6	Puf2-6	Puf2-6a	Puf2-6a:LP-DIR-T	hargrave 2016-05-16 13:27:57	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.8	115.6		g	-08.4 	5.75e-07	13	1	1.49e-08	8.15e-09	6.69e-09	u	273	0	0	0.00	-90.00	  833.0
This study	Puff Island	Puf2-6	Puf2-6	Puf2-6a	Puf2-6a:LP-DIR-T	hargrave 2016-05-16 19:30:16	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	116.9		g	-08.3 	5.14e-07	14	1	1.00e-08	6.17e-09	6.04e-09	u	273	0	0	0.00	-90.00	  843.0
This study	Puff Island	Puf2-6	Puf2-6	Puf2-6a	Puf2-6a:LP-DIR-T	hargrave 2016-05-17 15:45:59	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.1	117.7		g	-08.3 	4.92e-07	15	1	1.50e-08	8.17e-09	5.73e-09	u	273	0	0	0.00	-90.00	  848.0
This study	Puff Island	Puf2-6	Puf2-6	Puf2-6a	Puf2-6a:LP-DIR-T	hargrave 2016-05-18 12:37:37	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	115.8		g	-08.3 	4.75e-07	16	1	8.69e-09	4.92e-09	4.99e-09	u	273	0	0	0.00	-90.00	  853.0
This study	Puff Island	Puf2-7	Puf2-7	Puf2-7a	Puf2-7a:LP-DIR-T	hargrave 2016-04-08 17:53:17	LT-NO:LP-DIR-T	pmagpy-3.4.1	    2.1	118.0		g	-04.6 	1.32e-06	1	1	4.07e-08	2.57e-08	1.20e-08	u	273	0	0	0.00	-90.00	273
This study	Puff Island	Puf2-7	Puf2-7	Puf2-7a	Puf2-7a:LP-DIR-T	hargrave 2016-04-11 18:15:33	LT-LT-Z:LP-DIR-T	pmagpy-3.4.1	    1.1	118.1		g	-04.6 	1.31e-06	2	1	1.82e-08	1.19e-08	1.23e-08	u	273	0	0	0.00	-90.00	77
This study	Puff Island	Puf2-7	Puf2-7	Puf2-7a	Puf2-7a:LP-DIR-T	hargrave 2016-04-18 10:45:20	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	117.7		g	-05.0 	1.31e-06	3	1	2.95e-08	2.00e-08	1.32e-08	u	273	0	0	0.00	-90.00	  373.0
This study	Puff Island	Puf2-7	Puf2-7	Puf2-7a	Puf2-7a:LP-DIR-T	hargrave 2016-04-18 17:57:58	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	116.1		g	-05.5 	1.30e-06	4	1	3.50e-08	1.30e-08	1.19e-08	u	273	0	0	0.00	-90.00	  473.0
This study	Puff Island	Puf2-7	Puf2-7	Puf2-7a	Puf2-7a:LP-DIR-T	hargrave 2016-04-19 13:44:57	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	117.8		g	-05.8 	1.24e-06	5	1	3.17e-08	1.22e-08	1.20e-08	u	273	0	0	0.00	-90.00	  573.0
This study	Puff Island	Puf2-7	Puf2-7	Puf2-7a	Puf2-7a:LP-DIR-T	hargrave 2016-04-25 13:34:55	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	116.3		g	-06.2 	1.17e-06	6	1	2.77e-08	9.78e-09	1.62e-08	u	273	0	0	0.00	-90.00	  623.0
This study	Puff Island	Puf2-7	Puf2-7	Puf2-7a	Puf2-7a:LP-DIR-T	hargrave 2016-04-26 10:31:29	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	115.7		g	-06.4 	1.06e-06	7	1	2.01e-08	5.47e-09	1.27e-08	u	273	0	0	0.00	-90.00	  673.0
This study	Puff Island	Puf2-7	Puf2-7	Puf2-7a	Puf2-7a:LP-DIR-T	hargrave 2016-04-26 18:00:05	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    0.8	115.9		g	-06.4 	9.61e-07	8	1	7.70e-09	4.22e-09	1.18e-08	u	273	0	0	0.00	-90.00	  723.0
This study	Puff Island	Puf2-7	Puf2-7	Puf2-7a	Puf2-7a:LP-DIR-T	hargrave 2016-05-02 14:53:39	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    0.7	117.0		g	-06.4 	9.15e-07	9	1	6.77e-09	3.03e-09	1.02e-08	u	273	0	0	0.00	-90.00	  748.0
This study	Puff Island	Puf2-7	Puf2-7	Puf2-7a	Puf2-7a:LP-DIR-T	hargrave 2016-05-02 21:15:52	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.4	114.0		g	-06.5 	8.65e-07	10	1	3.31e-08	1.19e-08	9.13e-09	u	273	0	0	0.00	-90.00	  773.0
This study	Puff Island	Puf2-7	Puf2-7	Puf2-7a	Puf2-7a:LP-DIR-T	hargrave 2016-05-03 20:11:20	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.0	115.9		g	-06.5 	8.00e-07	11	1	1.12e-08	2.95e-09	8.69e-09	u	273	0	0	0.00	-90.00	  798.0
This study	Puff Island	Puf2-7	Puf2-7	Puf2-7a	Puf2-7a:LP-DIR-T	hargrave 2016-05-12 15:50:33	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    0.8	116.4		g	-06.6 	7.10e-07	12	1	6.91e-09	3.00e-09	7.92e-09	u	273	0	0	0.00	-90.00	  823.0
This study	Puff Island	Puf2-7	Puf2-7	Puf2-7a	Puf2-7a:LP-DIR-T	hargrave 2016-05-16 13:29:40	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    0.8	116.0		g	-06.5 	6.47e-07	13	1	5.79e-09	3.36e-09	7.15e-09	u	273	0	0	0.00	-90.00	  833.0
This study	Puff Island	Puf2-7	Puf2-7	Puf2-7a	Puf2-7a:LP-DIR-T	hargrave 2016-05-16 19:31:59	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.1	114.7		g	-06.4 	5.86e-07	14	1	9.16e-09	2.41e-09	6.48e-09	u	273	0	0	0.00	-90.00	  843.0
This study	Puff Island	Puf2-7	Puf2-7	Puf2-7a	Puf2-7a:LP-DIR-T	hargrave 2016-05-17 15:47:42	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	116.5		g	-06.3 	5.61e-07	15	1	1.36e-08	4.80e-09	6.38e-09	u	273	0	0	0.00	-90.00	  848.0
This study	Puff Island	Puf2-7	Puf2-7	Puf2-7a	Puf2-7a:LP-DIR-T	hargrave 2016-05-18 12:39:25	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	118.0		g	-06.3 	5.45e-07	16	1	1.45e-08	5.14e-09	5.83e-09	u	273	0	0	0.00	-90.00	  853.0
